,Job title,Type of position,Job Location,Job description,Working type,Contact,Achievements,Base salary,Equity
485,"Business Development Manager, Capital Markets",Full-time,Miami - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6511276002,Others,talentre,Null,Not Posted,Not Posted
486,Product Manager (Remote),Full-time,San Francisco Bay Area,https://jobs.lever.co/Kyro/e551d1df-2fcf-4063-8f50-67ad5fc94538,Others,talentre,Null,Not Posted,Not Posted
487,Senior Software Engineer (Rust),Full-time,Worldwide,https://mina-foundation.breezy.hr/p/d73b95bb6011-senior-software-engineer-rust,Engineering,talentre,Null,Not Posted,Not Posted
488,"VP, EMEA",Full-time,London,https://boards.greenhouse.io/circle/jobs/6317153002,Others,talentre,Null,Not Posted,Not Posted
489,Trade Operations Manager,Full-time,"San Francisco Bay Area, US",https://www.linkedin.com/jobs/view/trade-operations-manager-at-falconx-3381364480,Others,talentre,Null,Not Posted,Not Posted
490,Senior Data Analyst (m/f/d),Full-time,"Berlin, DE",https://safe-global.breezy.hr/p/22bbcf24227401-senior-data-analyst-m-f-d,Others,talentre,Null,Not Posted,Not Posted
491,Trade Operations Associate,Full-time,"Bengaluru, IN",https://in.linkedin.com/jobs/view/trade-operations-associate-at-falconx-3410518367,Others,talentre,Null,Not Posted,Not Posted
492,Security Engineer,Full-time,"Singapore, Singapore, Singapore",https://apply.workable.com/j/33B8CFECAC,Engineering,talentre,Null,Not Posted,Not Posted
493,Sr. UX Researcher ,Full-time,Anywhere,https://boards.greenhouse.io/woonetwork/jobs/4738879003,Finance,talentre,Null,Not Posted,Not Posted
494,Flutter Mobile Developer,Full-time,"Istanbul, Turkey",https://boards.greenhouse.io/woonetwork/jobs/4944733003,"Engineering,Finance",talentre,Null,Not Posted,Not Posted
495,Senior Front-End Engineer,Full-time,US / Remote,https://jobs.lever.co/certik/acf89602-a18f-42d3-aba8-429b6fbe6499,Engineering,talentre,Null,Not Posted,Not Posted
496,"Lead Security Engineer, Insider Threat and Investigations",Full-time,San Francisco - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6511206002,Engineering,talentre,Null,Not Posted,Not Posted
497,Front-End Web Developer,Full-time,,https://koii.network/jobs/?job=2,Others,talentre,Null,Not Posted,Not Posted
498,Principal Software Engineer,Full-time,Seattle - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6506736002,Engineering,talentre,Null,Not Posted,Not Posted
499,Product Designer (UI/UX),Full-time,Remote,https://jobs.lever.co/centrifuge/af28dab0-deb5-4fbe-8aee-3d0a740e3c98,Others,talentre,Null,Not Posted,Not Posted
500,Business Development Manager ( Spanish/Turkish/Korean),Full-time,"Singapore, SG",https://sg.linkedin.com/jobs/view/business-development-manager-spanish-turkish-korean-at-bitmart-3356812076,Others,talentre,Null,Not Posted,Not Posted
501,Senior Software Engineer,Full-time,"London, New York",https://boards.greenhouse.io/firefly/jobs/4735737004,Engineering,talentre,Null,Not Posted,Not Posted
502,Senior Data Engineer,Full-time,Salt Lake City - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6500732002,Engineering,talentre,Null,Not Posted,Not Posted
503,Senior Software Engineer,Full-time,"London, New York",https://boards.greenhouse.io/firefly/jobs/4735737004,Engineering,talentre,Null,Not Posted,Not Posted
504,Marketing Assistant (Intern),Internship,"New York, NY, US",https://www.linkedin.com/jobs/view/marketing-assistant-intern-at-bitmart-3414439979,Marketing,talentre,Null,Not Posted,Not Posted
505,Lead/Senior Software Engineer,Full-time,"Ho Chi Minh City, Ho Chi Minh City, Vietnam",https://apply.workable.com/j/CE26EB1DA4,Engineering,talentre,Null,Not Posted,Not Posted
506,"Senior Counsel, Privacy & Data Protection",Full-time,Salt Lake City - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6501015002,Others,talentre,Null,Not Posted,Not Posted
507,"Senior Solutions Engineer, APAC",Full-time,Singapore,https://boards.greenhouse.io/circle/jobs/6510946002,Others,talentre,Null,Not Posted,Not Posted
508,Head of IT Operations,Full-time,"Hong Kong, HK",https://hk.linkedin.com/jobs/view/head-of-it-operations-at-amber-group-3366910357,"Engineering,Finance",talentre,Null,Not Posted,Not Posted
509,Finance Operations Lead,Full-time,"New York, New York, United States, San Francisco, California, United States",https://boards.greenhouse.io/alchemy/jobs/4115246005,Others,talentre,Null,Not Posted,Not Posted
510,Marketing & Growth Specialist,Full-time,,https://koii.network/jobs/?job=6,Marketing,talentre,Null,Not Posted,Not Posted
511,Software Engineer - DevOps,Full-time,"Bengaluru, IN",https://in.linkedin.com/jobs/view/software-engineer-devops-at-falconx-2938717757,Engineering,talentre,Null,Not Posted,Not Posted
512,"Director, Data Engineering",Full-time,Boston - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6505216002,Engineering,talentre,Null,Not Posted,Not Posted
513,Senior Software Engineer  - Brisbane,Full-time,"Brisbane, AU",https://careers.everledger.io/jobs/1754698-senior-software-engineer-brisbane,Engineering,talentre,Null,Not Posted,Not Posted
514,"Principal Technical Writer, Developer and Ecosystem Marketing",Full-time,Boston - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6516238002,Marketing,talentre,Null,Not Posted,Not Posted
515,"Director, Data Science",Full-time,Miami - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6512267002,Others,talentre,Null,Not Posted,Not Posted
516,Software Engineer (DevOps),Full-time,"New York, New York, United States, San Francisco, California, United States",https://boards.greenhouse.io/alchemy/jobs/4020871005,Engineering,talentre,Null,Not Posted,Not Posted
517,Strategic Investment Analyst,Full-time,Anywhere,https://boards.greenhouse.io/woonetwork/jobs/5041147003,Finance,talentre,Null,Not Posted,Not Posted
518,"Director, Data Engineering",Full-time,Boston - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6505216002,Engineering,talentre,Null,Not Posted,Not Posted
519,"Software Engineer, Applied Cryptography",Full-time,"San Mateo, CA, US",https://www.linkedin.com/jobs/view/software-engineer-applied-cryptography-at-falconx-3389150250,Engineering,talentre,Null,Not Posted,Not Posted
520,"Director, Data Science",Full-time,Miami - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6512267002,Others,talentre,Null,Not Posted,Not Posted
521,"Senior Data Analyst, Finance Reporting",Full-time,Salt Lake City - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6501575002,Others,talentre,Null,Not Posted,Not Posted
522,Senior Front-End Engineer,Full-time,US / Remote,https://jobs.lever.co/certik/acf89602-a18f-42d3-aba8-429b6fbe6499,Engineering,talentre,Null,Not Posted,Not Posted
523,"Software Engineer, Backend",Full-time,"Ho Chi Minh City, Ho Chi Minh City, Vietnam",https://apply.workable.com/j/A89AF979A1,Engineering,talentre,Null,Not Posted,Not Posted
524,Legal officer,Full-time,"Jersey City, NJ, US",https://www.linkedin.com/jobs/view/legal-officer-at-bitmart-3356810284,Others,talentre,Null,Not Posted,Not Posted
525,"Lead Security Engineer, Insider Threat and Investigations",Full-time,San Francisco - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6511206002,Engineering,talentre,Null,Not Posted,Not Posted
526,"Senior Counsel, Privacy & Data Protection",Full-time,Salt Lake City - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6501015002,Others,talentre,Null,Not Posted,Not Posted
527,UX Researcher,Full-time,"New York, New York, United States, San Francisco, California, United States",https://boards.greenhouse.io/alchemy/jobs/4033847005,Others,talentre,Null,Not Posted,Not Posted
528,"Senior Software Engineer, Frontend",Full-time,Boston - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6508024002,Engineering,talentre,Null,Not Posted,Not Posted
529,"Business Development Manager, Capital Markets",Full-time,Miami - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6511276002,Others,talentre,Null,Not Posted,Not Posted
530,Senior Backend Engineer,Full-time,"Singapore, Singapore, Singapore",https://apply.workable.com/j/5E2FE294C8,Engineering,talentre,Null,Not Posted,Not Posted
531,Analyst - Finance,Full-time,"Bengaluru, IN",https://in.linkedin.com/jobs/view/analyst-finance-at-falconx-3417458802,Others,talentre,Null,Not Posted,Not Posted
532,Software Engineer - Networking,Full-time,"Zurich, CH",https://boards.greenhouse.io/dfinity/jobs/4408989002,Engineering,talentre,Null,Not Posted,Not Posted
533,DevOps Engineer,Full-time,"Buenos Aires, Argentina",https://securitize.bamboohr.com/jobs/view/99,Engineering,talentre,Null,Not Posted,Not Posted
534,"Protocol Engineer- Research, Blockchain",Full-time,London/Remote,https://boards.greenhouse.io/clearmatics/jobs/5854985002,Others,talentre,Null,Not Posted,Not Posted
535,"Director, Data Science",Full-time,Miami - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6512267002,Others,talentre,Null,Not Posted,Not Posted
536,"Principal Technical Writer, Developer and Ecosystem Marketing",Full-time,Boston - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6516238002,Marketing,talentre,Null,Not Posted,Not Posted
537,Data Engineering & Analytics Lead / Manager - Bengaluru / Remote,Full-time,"Bengaluru, IN",https://careers.everledger.io/jobs/1754707-data-engineering-analytics-lead-manager-bengaluru-remote,Engineering,talentre,Null,Not Posted,Not Posted
538,Senior Legal Counsel (m/f/d),Full-time,"Zürich, Switzerland",https://join.com/jobs/6318689-senior-legal-counsel-m-f-d,Others,talentre,Null,Not Posted,Not Posted
539,"Senior Customer Success Manager, Capital Markets",Full-time,Phoenix - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6501446002,Others,talentre,Null,Not Posted,Not Posted
540,Senior Instructional Designer,Full-time,Salt Lake City - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6502026002,Others,talentre,Null,Not Posted,Not Posted
541,Senior Data Engineer,Full-time,Salt Lake City - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6500732002,Engineering,talentre,Null,Not Posted,Not Posted
542,Platform Engineering Intern,Internship,"New York, NY  / Seattle, WA / San Francisco Bay Area, CA / Remote",https://jobs.lever.co/certik/095fdcff-99e8-408d-bb8a-e638e44d0b40,Others,talentre,Null,Not Posted,Not Posted
543,Developer,Full-time,"Bengaluru, IN",https://in.linkedin.com/jobs/view/developer-at-falconx-3420947919,Engineering,talentre,Null,Not Posted,Not Posted
544,General Application - Engineering,Full-time,Remote,https://jobs.lever.co/axiomzen/2f5972ab-f8db-4fd6-8759-337612634c38?lever-origin=applied&lever-source%5B%5D=fenbushi%2520capital,Others,talentre,Null,Not Posted,Not Posted
545,Director of Investor Relations,Full-time,"San Mateo, CA, US",https://www.linkedin.com/jobs/view/director-of-investor-relations-at-falconx-3392549851,Others,talentre,Null,Not Posted,Not Posted
546,"Lead Security Engineer, Insider Threat and Investigations",Full-time,San Francisco - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6511206002,Engineering,talentre,Null,Not Posted,Not Posted
547,Principal Software Engineer,Full-time,Seattle - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6506736002,Engineering,talentre,Null,Not Posted,Not Posted
548,Senior Software Engineer,Full-time,"London, New York",https://boards.greenhouse.io/firefly/jobs/4735737004,Engineering,talentre,Null,Not Posted,Not Posted
549,Senior Product Manager,Full-time,Boston - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6501718002,Others,talentre,Null,Not Posted,Not Posted
550,Technical Product Designer/Owner,Full-time,"Toronto, Ontario, Canada",https://kubelt.notion.site/Kubelt-Technical-Product-Designer-Owner-246efbf830d346b09cc0967c699e00ff,Others,talentre,Null,Not Posted,Not Posted
551,Developer,Full-time,"Bengaluru, IN",https://in.linkedin.com/jobs/view/developer-at-falconx-3420947919,Engineering,talentre,Null,Not Posted,Not Posted
552,General Applications,Full-time,London/Remote,https://boards.greenhouse.io/clearmatics/jobs/5204329002,Others,talentre,Null,Not Posted,Not Posted
553,Senior Site Reliability Engineer (remote),Full-time,"Chicago, IL, US",https://www.linkedin.com/jobs/view/senior-site-reliability-engineer-remote-at-bloxroute-labs-3318541441,Engineering,talentre,Null,Not Posted,Not Posted
554,General Accountant,Full-time,"Buenos Aires, Buenos Aires, Argentina",https://apply.workable.com/j/4F029F34F6,Others,talentre,Null,Not Posted,Not Posted
555,Lead Data Engineer,Full-time,Bangalore,https://jobs.lever.co/merklescience/6600a862-847e-480d-bc4c-b4bbc6055602,Engineering,talentre,Null,Not Posted,Not Posted
556,"Principal Technical Writer, Developer and Ecosystem Marketing",Full-time,Boston - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6516238002,Marketing,talentre,Null,Not Posted,Not Posted
557,"Senior Customer Success Manager, Capital Markets",Full-time,Phoenix - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6501446002,Others,talentre,Null,Not Posted,Not Posted
558,Back End Java Developer – Remote,Full-time,"London, UK",https://coinflex.com/careers/back-end-java-developer-remote/,Engineering,talentre,Null,Not Posted,Not Posted
559,Senior Product Manager,Full-time,Boston - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6501718002,Others,talentre,Null,Not Posted,Not Posted
560,"Junior DevSecOps/Site Reliability Engineer
",Full-time,"London, UK",https://coinflex.com/careers/junior-devsecops-site-reliability-engineer/,Others,talentre,Null,Not Posted,Not Posted
561,Communications Manager,Full-time,"New York, New York, United States, San Francisco, California, United States",https://boards.greenhouse.io/alchemy/jobs/4033854005,Others,talentre,Null,Not Posted,Not Posted
562,"Lead Program Manager, Product",Full-time,Chicago - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6508067002,Others,talentre,Null,Not Posted,Not Posted
563,"Technical Support Engineer (Remote, South Asia)",Full-time,APAC / Remote,https://jobs.lever.co/certik/64215a02-497d-48be-8491-664660164347,Engineering,talentre,Null,Not Posted,Not Posted
564,"Principal Technical Writer, Developer and Ecosystem Marketing",Full-time,Boston - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6516238002,Marketing,talentre,Null,Not Posted,Not Posted
565,"Lead Software Engineer - Blockchain, Golang",Full-time,London/Remote,https://boards.greenhouse.io/clearmatics/jobs/5589947002,Engineering,talentre,Null,Not Posted,Not Posted
566,Account Executive - U.S.A,Full-time,New York,https://jobs.lever.co/merklescience/b3007d03-e4e2-4f9c-b7b4-a1085d3a78e1,Others,talentre,Null,Not Posted,Not Posted
567,"Senior Counsel, Privacy & Data Protection",Full-time,Salt Lake City - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6501015002,Others,talentre,Null,Not Posted,Not Posted
568,Software Engineer - Network Nervous System,Full-time,"San Francisco, CA ",https://boards.greenhouse.io/dfinity/jobs/4877787002,Engineering,talentre,Null,Not Posted,Not Posted
569,IT Systems Specialist,Full-time,"Remote, United States",https://boards.greenhouse.io/mythicalgames/jobs/5388435003,Engineering,talentre,Null,Not Posted,Not Posted
570,"Sr Software Engineer, Blockchain (Remote)",Full-time,San Francisco Bay Area,https://jobs.lever.co/Kyro/80e77117-5ccb-4c88-a554-ee352fd70db2,Engineering,talentre,Null,Not Posted,Not Posted
571,"Sr. Staff/ Principal Software Engineer - (Full-Stack, Skyharbor)",Full-time,"New York, NY  / Seattle, WA / San Francisco Bay Area, CA / Remote",https://jobs.lever.co/certik/139aed3a-9626-4e45-93a7-6c60048667ad,Others,talentre,Null,Not Posted,Not Posted
572,"Business Development Manager, Web3",Full-time,Seattle - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6498687002,Others,talentre,Null,Not Posted,Not Posted
573,"Director, Data Engineering",Full-time,Boston - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6505216002,Engineering,talentre,Null,Not Posted,Not Posted
574,Senior Data Engineer,Full-time,Salt Lake City - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6500732002,Engineering,talentre,Null,Not Posted,Not Posted
575,Blockchain Client Engineer,Full-time,"New York, New York, United States, San Francisco, California, United States",https://boards.greenhouse.io/alchemy/jobs/4020809005,Engineering,talentre,Null,Not Posted,Not Posted
576,Development Lead (Cebu/Manila),Full-time,,https://www.careers-page.com/archax/job/L4RWV6R7,"Engineering,Finance",talentre,Null,Not Posted,Not Posted
577,"Senior Security Engineer, Application Security",Full-time,Seattle - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6501630002,Engineering,talentre,Null,Not Posted,Not Posted
578,"Lead Security Engineer, Insider Threat and Investigations",Full-time,San Francisco - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6511206002,Engineering,talentre,Null,Not Posted,Not Posted
579,Senior Software Engineer,Full-time,"London, New York",https://boards.greenhouse.io/firefly/jobs/4735737004,Engineering,talentre,Null,Not Posted,Not Posted
580,"Principal Technical Writer, Developer and Ecosystem Marketing",Full-time,Boston - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6516238002,Marketing,talentre,Null,Not Posted,Not Posted
581,Marketing Specialist (Russian market),Full-time,"Jersey City, NJ, US",https://www.linkedin.com/jobs/view/marketing-specialist-russian-market-at-bitmart-3373200258,Marketing,talentre,Null,Not Posted,Not Posted
582,"Lead Program Manager, Product",Full-time,Chicago - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6508067002,Others,talentre,Null,Not Posted,Not Posted
583,DevSecOps Engineer,Full-time,Remote (Central European Time (CET)),https://boards.greenhouse.io/parity/jobs/5262666003,Engineering,talentre,Null,Not Posted,Not Posted
584,Social Media Manager,Full-time,"New York, New York, United States, San Francisco, California, United States",https://boards.greenhouse.io/alchemy/jobs/4027843005,Others,talentre,Null,Not Posted,Not Posted
585,Product Marketing Manager,Full-time,"Remote, United States",https://boards.greenhouse.io/mythicalgames/jobs/5103542003,Marketing,talentre,Null,Not Posted,Not Posted
586,"Internship Spring/Summer 2023 - Software Engineer, Tools",Internship,"New York, NY  / Seattle, WA / San Francisco Bay Area, CA / Remote",https://jobs.lever.co/certik/d4bdf6fa-f885-476a-9b4f-538b874e2d36,Engineering,talentre,Null,Not Posted,Not Posted
587,"Senior Software Engineer, Frontend",Full-time,Boston - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6508024002,Engineering,talentre,Null,Not Posted,Not Posted
588,Software developer with go-lang expertise to work on a Trade DeFi blockchain system,Full-time,"Mountain View, CA, US",https://www.linkedin.com/jobs/view/software-developer-with-go-lang-expertise-to-work-on-a-trade-defi-blockchain-system-at-skuchain-3395859311,Engineering,talentre,Null,Not Posted,Not Posted
589,Software Engineer - Networking,Full-time,"Zurich, CH",https://boards.greenhouse.io/dfinity/jobs/4408989002,Engineering,talentre,Null,Not Posted,Not Posted
590,Blockchain Protocol Developer,Full-time,,https://koii.network/jobs/?job=3,Others,talentre,Null,Not Posted,Not Posted
591,Trade Operations Analyst,Full-time,"Bengaluru, IN",https://in.linkedin.com/jobs/view/trade-operations-analyst-at-falconx-3410519248,Others,talentre,Null,Not Posted,Not Posted
592,DevSecOps Lead,Full-time,Remote (Central European Time (CET)),https://boards.greenhouse.io/parity/jobs/5095368003,Engineering,talentre,Null,Not Posted,Not Posted
593,Senior R&D Engineer - Multi Party Computation,Full-time,"Central, Hong Kong Island, Hong Kong",https://apply.workable.com/j/4AE5816A5D,Engineering,talentre,Null,Not Posted,Not Posted
594,"Lead Security Engineer, Insider Threat and Investigations",Full-time,San Francisco - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6511206002,Engineering,talentre,Null,Not Posted,Not Posted
595,"Senior Manager, Product Marketing, Enterprise and Partnerships",Full-time,Los Angeles - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6502045002,Others,talentre,Null,Not Posted,Not Posted
596,QA Engineer,Full-time,"New York, NY, US",https://www.linkedin.com/jobs/view/qa-engineer-at-bloxroute-labs-3318546000,Engineering,talentre,Null,Not Posted,Not Posted
597,B2B Junior Relationship Manager (Bank Segment) ,Full-time,"Zürich, Switzerland",https://join.com/jobs/6234355-b2b-junior-relationship-manager-bank-segment,Others,talentre,Null,Not Posted,Not Posted
598,Security Engineer (Penetration Testing),Full-time,US / Remote,https://jobs.lever.co/certik/305d508f-1b1a-4b64-ac41-903b14329764,Engineering,talentre,Null,Not Posted,Not Posted
599,"SVP/VP People & Talent Partner, Singapore",Full-time,"Zürich, Switzerland",https://join.com/jobs/5833287-svp-vp-people-and-talent-partner-singapore,Others,talentre,Null,Not Posted,Not Posted
600,Senior Software Engineer,Full-time,"London, New York",https://boards.greenhouse.io/firefly/jobs/4735737004,Engineering,talentre,Null,Not Posted,Not Posted
601,Management Analyst,Full-time,"100-1000 employees, Growth",https://jobs.lever.co/certik/542513ee-a349-44b0-b2c8-7bf1dc159af5,Others,talentre,Null,Not Posted,Not Posted
602,Security Engineer - Infrastructure Security,Full-time,United States (Remote),https://boards.greenhouse.io/blockdaemon/jobs/4675036004,Engineering,talentre,Null,Not Posted,Not Posted
603,"Director, Data Engineering",Full-time,Boston - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6505216002,Engineering,talentre,Null,Not Posted,Not Posted
604,"Lead Program Manager, Product",Full-time,Chicago - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6508067002,Others,talentre,Null,Not Posted,Not Posted
605,Middle Node.js Developer (Backend),Full-time,"10-100 employees, Growth",https://defiyield.app/careers#/MiddleNode.jsDeveloper(Backend),Engineering,talentre,Null,Not Posted,Not Posted
606,Application Security Engineer ,Full-time,Remote,https://boards.greenhouse.io/parity/jobs/5434033003,Engineering,talentre,Null,Not Posted,Not Posted
607,"Senior Security Engineer, Application Security",Full-time,Seattle - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6501630002,Engineering,talentre,Null,Not Posted,Not Posted
608,Legal Counsel,Full-time,"New York, New York, United States, San Francisco, California, United States",https://boards.greenhouse.io/alchemy/jobs/4027852005,Others,talentre,Null,Not Posted,Not Posted
609,Senior Software Engineer,Full-time,"London, New York",https://boards.greenhouse.io/firefly/jobs/4735737004,Engineering,talentre,Null,Not Posted,Not Posted
610,"Senior Data Analyst, Finance Reporting",Full-time,Salt Lake City - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6501575002,Others,talentre,Null,Not Posted,Not Posted
611,Business Development Associate (South America region),Full-time,"100-1000 employees, Growth",https://jobs.lever.co/certik/2a20aeba-8ca1-4876-9c9a-22cddebdcff2,Others,talentre,Null,Not Posted,Not Posted
612,"Senior Manager, Product Marketing, Enterprise and Partnerships",Full-time,Los Angeles - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6502045002,Others,talentre,Null,Not Posted,Not Posted
613,Security Engineer - Waterdrop,Full-time,"New York, NY  / Seattle, WA / San Francisco Bay Area, CA / Remote",https://jobs.lever.co/certik/d4353afc-ff53-4433-a9a1-bf95a8cd302b,Engineering,talentre,Null,Not Posted,Not Posted
614,Head of AppSec (Application Security),Full-time,Remote,https://boards.greenhouse.io/parity/jobs/5346559003,Engineering,talentre,Null,Not Posted,Not Posted
615,"Principal Technical Writer, Developer and Ecosystem Marketing",Full-time,Boston - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6516238002,Marketing,talentre,Null,Not Posted,Not Posted
616,"Director, Data Engineering",Full-time,Boston - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6505216002,Engineering,talentre,Null,Not Posted,Not Posted
617,Senior Data Engineer,Full-time,Salt Lake City - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6500732002,Engineering,talentre,Null,Not Posted,Not Posted
618,Security Incident Response Lead,Full-time,"US / Canada, Remote",https://jobs.lever.co/axiomzen/3ce9a43d-f070-4fe4-8916-8ca3410f5050?lever-origin=applied&lever-source%5B%5D=fenbushi%2520capital,Others,talentre,Null,Not Posted,Not Posted
619,AWS Cloud Engineer,Full-time,"New York, NY  / Seattle, WA / San Francisco Bay Area, CA / Remote",https://jobs.lever.co/certik/d4e6c27b-47f4-496b-8ae8-d4ee8bdc2bd7,Engineering,talentre,Null,Not Posted,Not Posted
620,Senior Full Stack,Full-time,"10-100 employees, Growth",https://defiyield.app/careers#/SeniorFullStack,Engineering,talentre,Null,Not Posted,Not Posted
621,Jr. Node Developer,Full-time,,https://koii.network/jobs/?job=9,Engineering,talentre,Null,Not Posted,Not Posted
622,Business Development Coordinator / Associate (Remote),Full-time,San Francisco Bay Area,https://jobs.lever.co/Kyro/b6b89d2c-ee7f-49ff-9e37-326456284661,Others,talentre,Null,Not Posted,Not Posted
623,"Director, Creative, Copywriting",Full-time,Atlanta - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6501385002,Others,talentre,Null,Not Posted,Not Posted
624,"Director, Creative, Copywriting",Full-time,Atlanta - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6501385002,Others,talentre,Null,Not Posted,Not Posted
625,Developer Advocate,Full-time,"New York, New York, United States, San Francisco, California, United States",https://boards.greenhouse.io/alchemy/jobs/4020794005,Others,talentre,Null,Not Posted,Not Posted
626,"Director, Business Development & Partnerships (Remote)",Full-time,"Los Angeles, CA",https://jobs.lever.co/Kyro/e7c2a2f2-bbc0-4988-99f3-eca7d309a985,Others,talentre,Null,Not Posted,Not Posted
627,"Director, Creative, Copywriting",Full-time,Atlanta - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6501385002,Others,talentre,Null,Not Posted,Not Posted
628,"Staff Software Engineer, Open Source (DevEx)",Full-time,Remote,https://jobs.lever.co/axiomzen/cfb69a08-6a01-49df-8c9a-5cb07a759610?lever-origin=applied&lever-source%5B%5D=fenbushi%2520capital,Others,talentre,Null,Not Posted,Not Posted
629,Director of Engineering,Full-time,Remote,https://boards.greenhouse.io/parity/jobs/5245306003,Others,talentre,Null,Not Posted,Not Posted
630,Chief Risk & Compliance Officer,Full-time,Remote,https://www.hederahashgraph.com/future?gh_jid=6457411002,Others,talentre,Null,Not Posted,Not Posted
631,Senior WebAssembly Engineer,Full-time,Singapore · United States,https://angel.co/company/astar-network/jobs/1950467-senior-webassembly-engineer,Engineering,talentre,Null,Not Posted,Not Posted
632,Payment Partnerships Director,Full-time,New York City - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6404305002,Others,talentre,Null,Not Posted,Not Posted
633,Head of Engineering (Remote),Full-time,"New York, NY (Remote)",https://jobs.lever.co/3box/ea48b79f-79a3-41d6-b4ac-bb7df1bf76b3,Others,talentre,Null,Not Posted,Not Posted
634,"VP/Associate, Institutional Sales & Business Development (Europe)",Full-time,", , United Kingdom",https://apply.workable.com/j/D5F5D220BD,Others,talentre,Null,Not Posted,Not Posted
635,Payment Partnerships Director,Full-time,New York City - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6404305002,Others,talentre,Null,Not Posted,Not Posted
636,Payment Partnerships Director,Full-time,New York City - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6404305002,Others,talentre,Null,Not Posted,Not Posted
637,VIP Account Manager,Full-time,Europe,https://boards.greenhouse.io/woonetwork/jobs/5392956003,Finance,talentre,Null,Not Posted,Not Posted
638,Payment Partnerships Director,Full-time,New York City - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6404305002,Others,talentre,Null,Not Posted,Not Posted
639,Head of Blockchain Infrastructure- Proof-of-Stake BFT Protocols,Full-time,London/Remote,https://boards.greenhouse.io/clearmatics/jobs/5695362002,Others,talentre,Null,Not Posted,Not Posted
640,"Director, Creative, Copywriting",Full-time,Atlanta - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6501385002,Others,talentre,Null,Not Posted,Not Posted
641,Payment Partnerships Director,Full-time,New York City - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6404305002,Others,talentre,Null,Not Posted,Not Posted
642,Sales Operations,Full-time,South Korea / Remote,https://jobs.lever.co/certik/09c95180-7c30-4e56-908f-036376167d2a,Others,talentre,Null,Not Posted,Not Posted
643,Quality Assurance Testing Engineer,Full-time,"Tokyo, Japan",https://securitize.bamboohr.com/jobs/view/93,Engineering,talentre,Null,Not Posted,Not Posted
